,acousticness,danceability,duration_ms,energy,loudness,popularity,speechiness,valence
98,0.996,0.39299999999999996,48627,0.0545,-27.581999999999997,0,0.0366,0.374
99,0.105,0.6990000000000001,388115,0.838,-12.106,0,0.0462,0.48100000000000004
100,0.981,0.78,117362,0.55,-11.095999999999998,0,0.396,0.847
101,0.991,0.545,168653,0.133,-20.53,0,0.127,0.691
102,0.995,0.746,186000,0.159,-15.106,0,0.18899999999999997,0.88
103,0.981,0.273,200693,0.0958,-20.217,0,0.0465,0.18
104,0.982,0.503,188120,0.46,-9.289,0,0.0454,0.909
105,0.9890000000000001,0.414,165520,0.22899999999999998,-10.564,0,0.0587,0.325
106,0.992,0.368,204840,0.263,-16.262999999999998,0,0.0476,0.312
107,0.996,0.342,178154,0.308,-13.482999999999999,0,0.0564,0.9490000000000001
108,0.951,0.69,169509,0.7140000000000001,-15.857000000000001,2,0.0747,0.804
109,0.9940000000000001,0.552,194880,0.275,-12.745999999999999,0,0.0599,0.544
110,0.9620000000000001,0.32,185307,0.529,-7.449,0,0.0474,0.858
111,0.9940000000000001,0.14400000000000002,211399,0.331,-13.405999999999999,0,0.0428,0.16399999999999998
112,0.29,0.344,192332,0.857,-5.441,0,0.0507,0.158
113,0.971,0.807,207493,0.20199999999999999,-13.675,0,0.184,0.8859999999999999
114,0.9890000000000001,0.445,185507,0.28800000000000003,-8.925,0,0.0699,0.6970000000000001
115,0.996,0.26899999999999996,271560,0.319,-16.218,0,0.0514,0.447
116,0.971,0.74,30000,0.508,-11.353,0,0.063,0.9670000000000001
117,0.87,0.353,137090,0.0785,-18.434,2,0.0376,0.261
118,0.99,0.518,174493,0.462,-9.632,0,0.377,0.696
119,0.991,0.574,189571,0.3720000000000001,-9.888,1,0.0592,0.8740000000000001
120,0.991,0.358,182733,0.35,-13.585,0,0.0392,0.305
121,0.779,0.4270000000000001,128707,0.531,-16.675,0,0.0325,0.353
122,0.9940000000000001,0.6,202000,0.174,-9.047,0,0.0449,0.594
123,0.977,0.611,240160,0.38,-16.791,0,0.0586,0.654
124,0.996,0.401,253121,0.354,-8.238,0,0.0387,0.797
125,0.9840000000000001,0.711,165200,0.256,-11.731,2,0.0789,0.603
126,0.983,0.728,157246,0.159,-10.325,1,0.475,0.65
127,0.995,0.664,173333,0.28300000000000003,-18.301,0,0.0807,0.688
128,0.821,0.627,132400,0.795,-0.395,0,0.136,0.975
129,0.941,0.629,184086,0.7140000000000001,-9.104,0,0.0361,0.965
130,0.0014199999999999998,0.45,224360,0.873,-6.885,0,0.0507,0.505
131,0.9440000000000001,0.433,187294,0.45799999999999996,-10.689,0,0.0585,0.716
132,0.971,0.72,140573,0.23600000000000002,-14.263,1,0.121,0.69
133,0.993,0.308,208704,0.317,-12.645999999999999,0,0.0451,0.915
134,0.992,0.373,204000,0.239,-9.449,0,0.079,0.589
135,0.9359999999999999,0.594,192347,0.54,-10.699000000000002,0,0.0507,0.772
136,0.982,0.45299999999999996,175882,0.446,-9.89,0,0.036000000000000004,0.64
137,0.9940000000000001,0.429,182733,0.214,-14.994000000000002,0,0.0626,0.716
138,0.9940000000000001,0.327,257493,0.114,-19.691,0,0.0534,0.184
139,0.991,0.7120000000000001,197092,0.623,-9.828,7,0.04,0.9259999999999999
140,0.993,0.433,193280,0.14800000000000002,-16.861,0,0.0588,0.313
141,0.943,0.354,203600,0.387,-9.324,0,0.0293,0.442
142,0.996,0.478,247360,0.40399999999999997,-9.466000000000001,0,0.0401,0.696
143,0.9790000000000001,0.696,170507,0.325,-8.604,0,0.135,0.856
144,0.993,0.423,192587,0.409,-11.573,0,0.0364,0.617
145,0.993,0.635,177787,0.14300000000000002,-20.475,0,0.09699999999999999,0.54
146,0.995,0.585,191000,0.19899999999999998,-11.035,0,0.127,0.9259999999999999
147,0.995,0.37,181693,0.287,-12.17,0,0.0514,0.327
148,0.9940000000000001,0.3670000000000001,175493,0.262,-13.883,0,0.054000000000000006,0.8420000000000001
149,0.996,0.389,175827,0.409,-9.333,0,0.0507,0.7959999999999999
150,0.977,0.66,138347,0.215,-17.500999999999998,0,0.0938,0.561
151,0.983,0.564,166893,0.191,-11.107999999999999,2,0.0319,0.38799999999999996
152,0.9620000000000001,0.7659999999999999,171000,0.252,-8.795,0,0.0556,0.8809999999999999
153,0.9940000000000001,0.475,30000,0.27699999999999997,-10.802,0,0.0465,0.968
154,0.988,0.631,179493,0.254,-8.206,0,0.0604,0.713
155,0.905,0.8,176120,0.166,-14.921,1,0.0779,0.617
156,0.991,0.534,196043,0.19899999999999998,-15.419,0,0.0685,0.578
157,0.8,0.51,150777,0.27,-12.788,0,0.0956,0.418
158,0.904,0.502,192067,0.494,-7.685,0,0.0388,0.9309999999999999
159,0.995,0.434,196693,0.306,-11.895,0,0.0555,0.314
160,0.993,0.361,193653,0.365,-12.329,0,0.0506,0.546
161,0.985,0.6759999999999999,197507,0.312,-6.49,0,0.109,0.8759999999999999
162,0.992,0.701,179507,0.266,-14.107000000000001,0,0.152,0.937
163,0.94,0.569,170867,0.11699999999999999,-22.011,0,0.0383,0.637
164,0.9940000000000001,0.669,189493,0.45799999999999996,-7.391,0,0.321,0.9840000000000001
165,0.9940000000000001,0.493,200760,0.264,-12.082,0,0.0513,0.695
166,0.966,0.8170000000000001,179080,0.5589999999999999,-1.9909999999999999,1,0.141,0.9079999999999999
167,0.445,0.613,206785,0.55,-12.05,0,0.40399999999999997,0.35200000000000004
168,0.982,0.385,165960,0.10800000000000001,-28.06,2,0.0499,0.738
169,0.993,0.293,223787,0.21100000000000002,-11.083,0,0.0391,0.56
170,0.968,0.722,177000,0.297,-6.402,0,0.0483,0.925
171,0.986,0.5479999999999999,194880,0.289,-8.432,0,0.0411,0.757
172,0.9890000000000001,0.315,201613,0.55,-6.997000000000001,0,0.0386,0.33899999999999997
173,0.953,0.705,160307,0.19899999999999998,-11.972999999999999,2,0.14800000000000002,0.846
174,0.9790000000000001,0.552,135987,0.321,-19.320999999999998,0,0.0574,0.7240000000000001
175,0.9740000000000001,0.529,163000,0.326,-9.604,0,0.0771,0.934
176,0.915,0.469,182571,0.569,-11.84,0,0.0778,0.767
177,0.9890000000000001,0.742,149640,0.18100000000000002,-18.367,0,0.10400000000000001,0.6890000000000001
178,0.995,0.534,155246,0.23199999999999998,-10.537,0,0.081,0.409
179,0.995,0.345,197680,0.395,-11.025,0,0.0353,0.653
180,0.9840000000000001,0.4,142443,0.19,-12.062000000000001,0,0.0492,0.402
181,0.983,0.5670000000000001,194227,0.547,-12.907,0,0.0433,0.929
182,0.991,0.27399999999999997,202760,0.505,-8.283999999999999,0,0.0348,0.617
183,0.965,0.436,202213,0.452,-8.72,0,0.10400000000000001,0.504
184,0.97,0.6829999999999999,182413,0.578,-0.934,0,0.11199999999999999,0.8809999999999999
185,0.68,0.5710000000000001,172347,0.5429999999999999,-9.035,0,0.0868,0.7340000000000001
186,0.996,0.361,257280,0.281,-14.203,0,0.0577,0.597
187,0.987,0.379,190560,0.315,-9.775,0,0.0525,0.551
188,0.995,0.469,181493,0.175,-16.875999999999998,0,0.0685,0.318
189,0.988,0.494,188200,0.247,-12.34,0,0.0441,0.563
190,0.995,0.617,164800,0.166,-13.419,0,0.326,0.616
191,0.991,0.392,182173,0.316,-9.65,0,0.0388,0.455
192,0.986,0.513,174667,0.278,-10.1,0,0.0566,0.631
193,0.993,0.613,204840,0.311,-11.212,0,0.0451,0.961
194,0.995,0.396,221587,0.535,-6.069,0,0.0501,0.54
195,0.988,0.475,201173,0.445,-11.115,0,0.042,0.7959999999999999
196,0.981,0.5329999999999999,159896,0.205,-18.887999999999998,0,0.0676,0.7120000000000001
197,0.9840000000000001,0.852,181987,0.375,-6.287000000000001,0,0.135,0.8909999999999999
198,0.9890000000000001,0.439,192000,0.0716,-19.899,0,0.0753,0.23
199,0.9940000000000001,0.27,255040,0.146,-16.569000000000006,0,0.0647,0.255
200,0.747,0.632,320145,0.19699999999999998,-16.435,0,0.9620000000000001,0.37
201,0.9229999999999999,0.499,149000,0.0405,-16.296,0,0.0457,0.8390000000000001
202,0.565,0.722,273072,0.252,-14.629000000000001,0,0.938,0.456
203,0.701,0.7090000000000001,220488,0.16899999999999998,-20.818,0,0.95,0.449
204,0.4920000000000001,0.626,109512,0.225,-16.619,0,0.9490000000000001,0.534
205,0.9790000000000001,0.595,192613,0.5870000000000001,-5.9270000000000005,0,0.0405,0.9490000000000001
206,0.9520000000000001,0.38299999999999995,268947,0.0859,-17.174,0,0.0402,0.39899999999999997
207,0.991,0.7509999999999999,210991,0.134,-13.177,0,0.446,0.45899999999999996
208,0.9740000000000001,0.34,180088,0.515,-9.463,0,0.0539,0.45
209,0.965,0.609,156970,0.35600000000000004,-13.484000000000002,0,0.0637,0.825
210,0.7120000000000001,0.67,326832,0.15,-19.516,0,0.958,0.474
211,0.973,0.546,192667,0.057999999999999996,-16.558,0,0.0476,0.69
212,0.909,0.21100000000000002,213800,0.17800000000000002,-16.840999999999998,0,0.0415,0.0359
213,0.971,0.35700000000000004,157962,0.4320000000000001,-10.943,0,0.13,0.62
214,0.9179999999999999,0.21,754480,0.174,-12.639000000000001,0,0.0347,0.11800000000000001
215,0.33299999999999996,0.7140000000000001,118585,0.17800000000000002,-15.534,0,0.892,0.552
216,0.993,0.235,155867,0.156,-19.433,0,0.0553,0.0394
217,0.779,0.158,1170280,0.11900000000000001,-15.162,0,0.0347,0.0884
218,0.9520000000000001,0.40399999999999997,276160,0.16699999999999998,-17.837,0,0.0402,0.39399999999999996
219,0.965,0.597,170606,0.315,-12.014000000000001,0,0.061,0.617
220,0.99,0.516,195467,0.447,-11.354000000000001,0,0.0323,0.675
221,0.982,0.637,169973,0.21100000000000002,-14.645999999999999,0,0.134,0.644
222,0.25,0.711,97046,0.121,-19.258,0,0.9229999999999999,0.688
223,0.747,0.716,212729,0.195,-21.61,0,0.953,0.534
224,0.192,0.745,170124,0.0924,-20.099,0,0.883,0.741
225,0.353,0.665,113103,0.113,-17.155,0,0.8959999999999999,0.746
226,0.743,0.716,268344,0.21600000000000005,-21.318,0,0.935,0.513
227,0.995,0.501,189453,0.341,-11.514000000000001,0,0.0814,0.621
228,0.267,0.71,103500,0.135,-17.587,0,0.932,0.71
229,0.9520000000000001,0.23199999999999998,559453,0.188,-13.759,0,0.0387,0.0379
230,0.491,0.7290000000000001,101745,0.136,-16.814,0,0.9359999999999999,0.51
231,0.21,0.628,113100,0.10800000000000001,-15.937999999999999,0,0.932,0.8059999999999999
232,0.282,0.6859999999999999,108000,0.17600000000000002,-16.794,0,0.9390000000000001,0.807
233,0.958,0.569,208600,0.057999999999999996,-17.211,0,0.0452,0.655
234,0.948,0.185,294213,0.151,-16.430999999999994,0,0.0389,0.0398
235,0.9259999999999999,0.575,162507,0.42200000000000004,-4.853,0,0.0516,0.743
236,0.924,0.215,129480,0.128,-18.602,0,0.0378,0.267
237,0.319,0.688,112200,0.154,-15.634,0,0.945,0.536
238,0.976,0.436,218723,0.21600000000000005,-15.915999999999999,0,0.0556,0.33799999999999997
239,0.591,0.7070000000000001,308024,0.23399999999999999,-17.933,0,0.9520000000000001,0.396
240,0.514,0.718,98200,0.132,-17.659000000000006,0,0.935,0.541
241,0.0124,0.5,317413,0.6759999999999999,-9.881,0,0.0425,0.725
242,0.9620000000000001,0.147,408360,0.16,-19.085,0,0.0417,0.0396
243,0.37799999999999995,0.61,162773,0.402,-16.23,0,0.0474,0.34
244,0.9840000000000001,0.5579999999999999,179827,0.228,-12.720999999999998,0,0.0341,0.47
245,0.975,0.35200000000000004,332013,0.061,-18.683,0,0.0481,0.318
246,0.43,0.644,96400,0.18,-16.635,0,0.9590000000000001,0.649
247,0.311,0.727,100854,0.203,-15.634,0,0.941,0.7829999999999999
248,0.635,0.7170000000000001,320719,0.16699999999999998,-19.801,0,0.951,0.589
249,0.401,0.679,106500,0.177,-14.870999999999999,0,0.9420000000000001,0.8029999999999999
250,0.993,0.662,212000,0.2,-13.33,0,0.0825,0.799
251,0.9179999999999999,0.614,196413,0.474,-4.011,0,0.0369,0.818
252,0.885,0.664,184707,0.6559999999999999,-4.43,0,0.136,0.9520000000000001
253,0.983,0.519,210840,0.256,-11.74,0,0.11800000000000001,0.295
254,0.856,0.679,229918,0.20800000000000002,-18.738,0,0.958,0.397
255,0.784,0.622,320800,0.484,-9.426,0,0.0271,0.371
256,0.643,0.551,171720,0.34299999999999997,-17.897000000000006,0,0.10800000000000001,0.731
257,0.723,0.523,245160,0.31,-10.652000000000001,0,0.0302,0.289
258,0.894,0.526,171147,0.287,-16.41,0,0.0789,0.59
259,0.993,0.725,188000,0.439,-11.59,0,0.0456,0.909
260,0.6709999999999999,0.6970000000000001,210404,0.21600000000000005,-19.262,0,0.9329999999999999,0.537
261,0.932,0.555,195147,0.627,-7.1960000000000015,0,0.0354,0.86
262,0.903,0.5479999999999999,199600,0.287,-15.034,0,0.0695,0.733
263,0.705,0.654,297679,0.21899999999999997,-17.349,0,0.956,0.355
264,0.531,0.726,156667,0.435,-15.112,0,0.0713,0.789
265,0.909,0.335,257960,0.17300000000000001,-23.249000000000002,0,0.0464,0.209
266,0.907,0.336,138867,0.332,-12.923,0,0.0329,0.4320000000000001
267,0.733,0.623,296739,0.205,-19.382,0,0.9640000000000001,0.522
268,0.9390000000000001,0.127,215400,0.258,-14.69,0,0.0326,0.17
269,0.306,0.6709999999999999,120281,0.114,-18.045,0,0.9229999999999999,0.83
270,0.447,0.68,115390,0.203,-14.22,0,0.9179999999999999,0.684
271,0.993,0.40299999999999997,197016,0.316,-14.457,0,0.0472,0.285
272,0.6609999999999999,0.621,101800,0.162,-15.19,0,0.9440000000000001,0.619
273,0.995,0.5489999999999999,89490,0.256,-12.094000000000001,0,0.147,0.381
274,0.385,0.268,121360,0.493,-8.307,2,0.0354,0.551
275,0.987,0.46399999999999997,176813,0.14800000000000002,-16.274,0,0.0406,0.324
276,0.968,0.48100000000000004,223747,0.121,-16.163,0,0.046,0.465
277,0.996,0.5,173923,0.126,-16.808,2,0.109,0.456
278,0.922,0.426,193827,0.223,-15.16,0,0.0485,0.353
279,0.753,0.716,273046,0.20199999999999999,-18.206,0,0.953,0.545
280,0.995,0.5770000000000001,184869,0.195,-14.354000000000001,3,0.102,0.637
281,0.904,0.433,62213,0.45899999999999996,-8.41,2,0.0418,0.726
282,0.511,0.402,232720,0.44,-12.312999999999999,0,0.0357,0.657
283,0.9620000000000001,0.5670000000000001,161133,0.39299999999999996,-13.591,0,0.128,0.897
284,0.733,0.664,346737,0.19,-21.316999999999997,0,0.958,0.512
285,0.9470000000000001,0.25,581013,0.18100000000000002,-17.617,0,0.0436,0.141
286,0.526,0.7190000000000001,102183,0.158,-16.965999999999998,0,0.893,0.8490000000000001
287,0.312,0.7859999999999999,97600,0.111,-17.775,0,0.903,0.6920000000000001
288,0.674,0.7170000000000001,329601,0.247,-15.863,0,0.9540000000000001,0.489
289,0.968,0.589,281078,0.38299999999999995,-10.225,0,0.34,0.7190000000000001
290,0.987,0.278,46173,0.529,-21.451,0,0.589,0.838
291,0.981,0.602,182282,0.488,-10.390999999999998,0,0.0472,0.621
292,0.988,0.626,196840,0.052000000000000005,-19.774,0,0.087,0.354
293,0.41600000000000004,0.72,110724,0.16899999999999998,-16.962,0,0.9109999999999999,0.758
294,0.598,0.634,260377,0.20800000000000002,-19.325,0,0.961,0.466
295,0.991,0.379,172225,0.177,-12.954,0,0.0426,0.17300000000000001
296,0.294,0.69,114600,0.21100000000000002,-14.16,0,0.893,0.674
297,0.166,0.725,99900,0.13699999999999998,-18.865,0,0.943,0.73
298,0.9690000000000001,0.249,266400,0.0862,-20.471,0,0.0366,0.209
299,0.958,0.307,340947,0.0801,-17.726,0,0.0421,0.313
300,0.856,0.373,423467,0.21899999999999997,-15.594000000000001,0,0.0681,0.428
301,0.774,0.28600000000000003,281760,0.11800000000000001,-18.132,0,0.0338,0.27
302,0.9009999999999999,0.244,425107,0.187,-17.768,0,0.035,0.175
303,0.978,0.324,446000,0.33899999999999997,-14.29,0,0.0491,0.242
304,0.912,0.40700000000000003,332920,0.314,-18.495,0,0.107,0.33799999999999997
305,0.961,0.361,332467,0.158,-11.942,0,0.0326,0.17300000000000001
306,0.992,0.28800000000000003,115953,0.363,-11.148,0,0.0376,0.24100000000000002
307,0.9640000000000001,0.243,534587,0.10400000000000001,-17.171,0,0.0386,0.0873
308,0.934,0.23399999999999999,1038400,0.408,-9.846,0,0.0368,0.10300000000000001
309,0.978,0.133,981093,0.0648,-19.207,0,0.0391,0.037000000000000005
310,0.887,0.31,417720,0.21100000000000002,-17.175,0,0.0541,0.212
311,0.99,0.435,720400,0.29,-16.26,0,0.0527,0.292
312,0.5,0.258,580227,0.258,-16.283,0,0.0347,0.315
313,0.76,0.376,678893,0.25,-13.415999999999999,0,0.0451,0.267
314,0.857,0.209,706787,0.21100000000000002,-11.285,0,0.0354,0.21
315,0.871,0.158,514400,0.0746,-19.061,0,0.0464,0.0736
316,0.961,0.115,849760,0.0492,-24.034000000000002,0,0.0459,0.0559
317,0.897,0.27,369853,0.251,-15.368,0,0.0362,0.39299999999999996
318,0.995,0.282,188020,0.373,-11.475,0,0.0419,0.0842
319,0.8959999999999999,0.371,419067,0.32799999999999996,-14.004000000000001,0,0.0456,0.48100000000000004
320,0.975,0.14,866027,0.0777,-17.533,0,0.0351,0.10099999999999999
321,0.9109999999999999,0.39399999999999996,509147,0.0784,-20.295,0,0.0369,0.364
322,0.9790000000000001,0.45799999999999996,242959,0.75,-8.521,0,0.20600000000000002,0.29600000000000004
323,0.836,0.313,561507,0.183,-13.124,0,0.0421,0.235
324,0.76,0.35,375173,0.22899999999999998,-18.256,0,0.0384,0.33799999999999997
325,0.6459999999999999,0.289,413507,0.326,-14.919,0,0.0375,0.349
326,0.986,0.544,42769,0.0949,-14.587,0,0.17,0.326
327,0.966,0.139,704853,0.0934,-17.660999999999994,0,0.0418,0.127
328,0.991,0.295,155068,0.396,-6.827999999999999,0,0.0398,0.259
329,0.958,0.32899999999999996,681880,0.40700000000000003,-15.163,0,0.0541,0.382
330,0.7959999999999999,0.318,585560,0.136,-17.831,0,0.0351,0.185
331,0.991,0.264,152100,0.409,-10.306,0,0.0392,0.13
332,0.929,0.39399999999999996,426693,0.431,-11.116,0,0.0382,0.486
333,0.958,0.298,343107,0.131,-13.947000000000001,0,0.0424,0.218
334,0.993,0.555,205729,0.524,-9.133,0,0.11900000000000001,0.537
335,0.948,0.304,839400,0.16,-14.657,0,0.0403,0.138
336,0.992,0.217,205975,0.35,-10.092,0,0.0429,0.23399999999999999
337,0.9740000000000001,0.368,231573,0.882,-8.177999999999999,0,0.0745,0.254
338,0.977,0.209,564987,0.133,-15.993,0,0.0378,0.0712
339,0.907,0.319,674347,0.184,-13.940999999999999,0,0.0433,0.18899999999999997
340,0.904,0.489,234800,0.0495,-23.351999999999997,0,0.0404,0.457
341,0.828,0.45,337333,0.29100000000000004,-13.437000000000001,0,0.0922,0.484
342,0.863,0.326,226160,0.163,-19.817,0,0.10099999999999999,0.127
343,0.941,0.11199999999999999,536573,0.0289,-22.892,0,0.0383,0.0705
344,0.9590000000000001,0.325,297680,0.16399999999999998,-17.04,0,0.0467,0.284
345,0.903,0.309,277413,0.0875,-21.045,0,0.0393,0.21600000000000005
346,0.8290000000000001,0.3670000000000001,485853,0.223,-12.395999999999999,0,0.04,0.321
347,0.948,0.4270000000000001,334213,0.11900000000000001,-20.554000000000002,0,0.0468,0.51
348,0.963,0.335,678667,0.359,-16.847,0,0.0481,0.39799999999999996
349,0.927,0.345,553880,0.0865,-17.585,0,0.0369,0.237
350,0.956,0.363,313800,0.122,-16.58,0,0.0591,0.428
351,0.8740000000000001,0.247,539960,0.05,-20.628,0,0.0377,0.044000000000000004
352,0.9940000000000001,0.40700000000000003,307337,0.789,-8.844,0,0.498,0.774
353,0.9890000000000001,0.35200000000000004,406223,0.465,-9.459,0,0.0597,0.33899999999999997
